,dataset,k,model,sct_method,W,cutoff,proved_exact,h_tot,regions,h_regions,del_e,time
10,ecodemo_NUTS1,10,mdd,full_order_CL,20.0,60.0,current-best,2.0148929,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (7, 8), (5, 12), (50, 61), (25, 27), (0, 1), (39, 40), (28, 37)]",67.94667172431946
11,ecodemo_NUTS1,10,mdd,full_order_CL,20.0,120.0,current-best,2.01489291,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [2, 5, 9, 13, 18, 19, 20, 21, 31, 32, 40, 41, 42, 43, 44, 50, 51, 52, 53, 54, 55, 57, 62, 63, 64, 65], [8], [12], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.41318141811833103, 0.580342117225942, 0.0, 0.0, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(7, 8), (86, 89), (50, 61), (0, 1), (28, 37), (77, 78), (5, 12), (39, 40), (25, 27)]",141.49417304992676
12,ecodemo_NUTS1,15,mdd,full_order_CL,5.0,60.0,current-best,1.16237468,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [2, 5, 40, 9, 42, 43, 13, 18, 19, 20, 21, 52, 51, 62, 31], [8], [12], [33, 22, 25, 26, 28], [24], [32, 64, 65, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.2529996986352865, 0.22777695856079982, 0.0, 0.0, 0.03188183885082335, 0.0, 0.14342027945236016, 0.30257694718536254, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (39, 40), (77, 78), (0, 1), (50, 51), (7, 8), (28, 37), (25, 27), (5, 12), (89, 90), (81, 83), (15, 24), (41, 42), (77, 79)]",66.46159911155699
13,ecodemo_NUTS1,15,mdd,full_order_CL,5.0,120.0,current-best,1.16237468,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [2, 5, 40, 9, 42, 43, 13, 18, 19, 20, 21, 52, 51, 62, 31], [8], [12], [33, 22, 25, 26, 28], [24], [32, 64, 65, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.2529996986352865, 0.22777695856079982, 0.0, 0.0, 0.03188183885082335, 0.0, 0.14342027945236016, 0.30257694718536254, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (39, 40), (77, 78), (0, 1), (50, 51), (7, 8), (28, 37), (25, 27), (5, 12), (89, 90), (81, 83), (15, 24), (41, 42), (77, 79)]",133.58450675010678
14,ecodemo_NUTS1,15,mdd,full_order_CL,10.0,60.0,current-best,1.16237468,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [2, 5, 40, 9, 42, 43, 13, 18, 19, 20, 21, 52, 51, 62, 31], [8], [12], [33, 22, 25, 26, 28], [24], [32, 64, 65, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.2529996986352865, 0.22777695856079982, 0.0, 0.0, 0.03188183885082335, 0.0, 0.14342027945236016, 0.30257694718536254, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(50, 51), (7, 8), (86, 89), (0, 1), (77, 78), (28, 37), (41, 42), (25, 27), (89, 90), (39, 40), (5, 12), (81, 83), (77, 79), (15, 24)]",65.20566678047179
15,ecodemo_NUTS1,15,mdd,full_order_CL,10.0,120.0,current-best,1.16237468,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [2, 5, 40, 9, 42, 43, 13, 18, 19, 20, 21, 52, 51, 62, 31], [8], [12], [33, 22, 25, 26, 28], [24], [32, 64, 65, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.2529996986352865, 0.22777695856079982, 0.0, 0.0, 0.03188183885082335, 0.0, 0.14342027945236016, 0.30257694718536254, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(7, 8), (86, 89), (50, 51), (0, 1), (28, 37), (77, 78), (41, 42), (25, 27), (89, 90), (39, 40), (5, 12), (81, 83), (77, 79), (15, 24)]",131.11940336227414
16,ecodemo_NUTS1,15,mdd,full_order_CL,20.0,60.0,current-best,1.16237467,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [2, 5, 40, 9, 42, 43, 13, 18, 19, 20, 21, 52, 51, 62, 31], [8], [12], [33, 22, 25, 26, 28], [24], [32, 64, 65, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.2529996986352865, 0.22777695856079982, 0.0, 0.0, 0.03188183885082335, 0.0, 0.14342027945236016, 0.30257694718536254, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(50, 51), (77, 78), (86, 89), (7, 8), (0, 1), (15, 24), (5, 12), (28, 37), (39, 40), (25, 27), (81, 83), (89, 90), (77, 79), (41, 42)]",64.64147710800171
17,ecodemo_NUTS1,15,mdd,full_order_CL,20.0,120.0,current-best,1.16237466,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [2, 5, 40, 9, 42, 43, 13, 18, 19, 20, 21, 52, 51, 62, 31], [8], [12], [33, 22, 25, 26, 28], [24], [32, 64, 65, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.2529996986352865, 0.22777695856079982, 0.0, 0.0, 0.03188183885082335, 0.0, 0.14342027945236016, 0.30257694718536254, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (39, 40), (77, 78), (0, 1), (5, 12), (50, 51), (25, 27), (28, 37), (15, 24), (7, 8), (77, 79), (89, 90), (41, 42), (81, 83)]",135.64372253417972
18,ecodemo_NUTS1,20,mdd,full_order_CL,5.0,60.0,current-best,0.83615419,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (40, 51), (0, 1), (7, 8), (77, 78), (28, 37), (25, 27), (39, 40), (41, 42), (89, 90), (81, 83), (15, 24), (5, 12), (50, 61), (77, 79), (42, 43), (15, 29), (90, 91), (55, 65)]",66.30500864982605
19,ecodemo_NUTS1,20,mdd,full_order_CL,5.0,120.0,current-best,0.83615417,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (50, 61), (77, 78), (0, 1), (7, 8), (15, 24), (28, 37), (89, 90), (25, 27), (5, 12), (41, 42), (40, 51), (81, 83), (39, 40), (77, 79), (42, 43), (15, 29), (90, 91), (55, 65)]",133.3747091293335
20,ecodemo_NUTS1,20,mdd,full_order_CL,10.0,60.0,current-best,0.83615419,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (40, 51), (0, 1), (28, 37), (77, 78), (7, 8), (25, 27), (39, 40), (89, 90), (81, 83), (5, 12), (15, 24), (77, 79), (41, 42), (42, 43), (50, 61), (90, 91), (55, 65), (15, 29)]",64.42681217193604
21,ecodemo_NUTS1,20,mdd,full_order_CL,10.0,120.0,current-best,0.83615419,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (40, 51), (0, 1), (28, 37), (77, 78), (7, 8), (25, 27), (39, 40), (89, 90), (81, 83), (5, 12), (15, 24), (77, 79), (41, 42), (42, 43), (50, 61), (90, 91), (55, 65), (15, 29)]",130.1767821311951
22,ecodemo_NUTS1,20,mdd,full_order_CL,20.0,60.0,current-best,0.83615416,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (15, 24), (89, 90), (25, 27), (5, 12), (40, 51), (41, 42), (39, 40), (81, 83), (42, 43), (77, 79), (90, 91), (55, 65), (15, 29)]",63.097694873809814
23,ecodemo_NUTS1,20,mdd,full_order_CL,20.0,120.0,current-best,0.83615416,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (15, 24), (89, 90), (25, 27), (5, 12), (40, 51), (41, 42), (39, 40), (81, 83), (42, 43), (77, 79), (90, 91), (55, 65), (15, 29)]",127.49548554420471
24,ecodemo_NUTS1,5,mdd,MST,5.0,60.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",5.917021989822388
25,ecodemo_NUTS1,5,mdd,MST,5.0,120.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",5.463680505752564
26,ecodemo_NUTS1,5,mdd,MST,10.0,60.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",4.6367716789245605
27,ecodemo_NUTS1,5,mdd,MST,10.0,120.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",5.52226710319519
